"","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"(Intercept)",-0.853314738389652,0.964529736349954,-2.74703863227608,-0.853328772481294,1.038729539721,-0.853274893669267,9.16640761596945e-08
"AQI_2019",0.121656495463449,0.0254468385967107,0.07178500358321,0.121624843679349,0.171657868049817,0.12156364077683,9.84899649355734e-07
"popdensity",0.0101279036637746,0.0238158306400273,-0.0366306626544863,0.0101273204813927,0.0568465628381134,0.0101281728053076,3.92944916697695e-08
