"id","day","previous_deaths","new_deaths","previous_cases","new_cases","daily_AQI"
1063,127,4,0,92,4,NA
1065,1,0,0,0,0,NA
1065,8,0,0,0,0,NA
1065,15,0,0,0,0,NA
1065,22,0,0,0,0,NA
1065,29,0,0,0,0,NA
1065,36,0,0,0,0,NA
1065,43,0,0,0,0,NA
1065,50,0,0,0,0,NA
1065,57,0,0,0,0,NA
1065,64,0,0,0,1,NA
1065,71,0,0,1,6,NA
1065,78,0,0,7,11,NA
1065,85,0,1,21,18,NA
1065,92,1,1,37,7,NA
1065,99,2,0,47,17,NA
1065,106,2,0,62,14,NA
1065,113,2,0,79,32,NA
1065,120,2,4,110,35,NA
1065,127,6,3,151,38,NA
1067,1,0,0,0,0,NA
1067,8,0,0,0,0,NA
1067,15,0,0,0,0,NA
1067,22,0,0,0,0,NA
1067,29,0,0,0,0,NA
1067,36,0,0,0,0,NA
1067,43,0,0,0,0,NA
1067,50,0,0,0,0,NA
1067,57,0,0,0,0,NA
1067,64,0,0,0,0,NA
1067,71,0,0,0,5,NA
1067,78,0,0,7,9,NA
1067,85,0,0,15,6,NA
1067,92,0,1,22,3,NA
1067,99,1,0,24,4,NA
1067,106,1,0,27,6,NA
1067,113,1,0,35,15,NA
1067,120,1,1,48,22,NA
1067,127,2,0,71,11,NA
1069,1,0,0,0,0,NA
1069,8,0,0,0,0,NA
1069,15,0,0,0,0,NA
1069,22,0,0,0,0,NA
1069,29,0,0,0,0,NA
1069,36,0,0,0,0,NA
1069,43,0,0,0,0,NA
1069,50,0,0,0,0,NA
1069,57,0,0,0,2,NA
1069,64,0,0,3,6,NA
1069,71,0,1,9,17,NA
1069,78,1,1,30,29,NA
1069,85,2,1,57,21,NA
1069,92,3,0,78,12,NA
1069,99,3,1,90,12,NA
1069,106,4,0,100,16,NA
1069,113,4,-1,125,34,NA
1069,120,3,1,150,36,NA
1069,127,4,1,188,41,NA
1071,1,0,0,0,0,NA
1071,8,0,0,0,0,NA
1071,15,0,0,0,0,NA
