"id","day","previous_deaths","new_deaths","previous_cases","new_cases"
"08",49,42394,2564,20098,463
"06",49,2950,195,2431,38
"12",49,4126,279,4845,122
"07",49,11021,749,5494,118
"03",49,182682,10621,59052,1460
"11",49,11338,700,5303,92
"14",49,250,15,257,11
"01",49,22146,1729,16660,652
"16",49,3229,260,2989,85
"20",49,855,73,1113,22
"19",49,1940,163,2416,52
"09",49,6309,495,7235,277
"22",49,3878,293,3053,83
"10",49,814,52,1319,10
"02",49,1446,112,921,19
"05",49,12227,856,14077,309
"13",50,3026,224,2213,53
"17",50,204,18,319,4
"21",50,2808,212,2149,51
"18",50,929,67,928,5
"15",50,3673,248,3670,66
"08",50,45009,2615,20440,342
"06",50,3152,202,2482,51
"12",50,4410,284,4968,123
"07",50,11781,760,5596,102
"03",50,193583,10901,60314,1262
"11",50,12051,713,5381,78
"14",50,265,15,257,0
"01",50,23972,1826,17134,474
"16",50,3496,267,3065,76
"20",50,930,75,1128,15
"19",50,2111,171,2458,42
"09",50,6827,518,7390,155
"22",50,4178,300,3126,73
"10",50,866,52,1320,1
"02",50,1561,115,927,6
"05",50,13109,882,14251,174
"13",51,3258,232,2245,32
"17",51,223,19,319,0
"21",51,3022,214,2184,35
"18",51,997,68,956,28
"15",51,3933,260,3769,99
"08",51,47714,2705,20752,312
"06",51,3358,206,2520,38
"12",51,4710,300,5111,143
"07",51,12574,793,5808,212
"03",51,204725,11142,61326,1012
"11",51,12779,728,5426,45
"14",51,280,15,257,0
"01",51,25899,1927,17690,556
"16",51,3774,278,3118,53
"20",51,1010,80,1138,10
"19",51,2286,175,2501,43
"09",51,7365,538,7527,137
"22",51,4488,310,3141,15
"10",51,919,53,1321,1
"02",51,1679,118,947,20
"05",51,14015,906,14432,181
"13",52,3498,240,2274,29
"17",52,244,21,320,1
"21",52,3245,223,2224,40
"18",52,1068,71,971,15
"15",52,4211,278,3807,38
"08",52,50502,2788,21029,277
"06",52,3570,212,2544,24
"12",52,5021,311,5232,121
"07",52,13381,807,5936,128
"03",52,216102,11377,62153,827
"11",52,13525,746,5503,77
"14",52,295,15,263,6
"01",52,27914,2015,18229,539
"16",52,4062,288,3184,66
"20",52,1093,83,1161,23
"19",52,2467,181,2535,34
"09",52,7921,556,7666,139
"22",52,4806,318,3220,79
"10",52,973,54,1322,1
"02",52,1800,121,958,11
"05",52,14955,940,14624,192
"13",53,3741,243,2346,72
"17",53,266,22,336,16
"21",53,3470,225,2267,43
"18",53,1140,72,1009,38
"15",53,4497,286,3887,80
"08",53,53345,2843,21486,457
"06",53,3787,217,2616,72
"12",53,5337,316,5380,148
"07",53,14209,828,6039,103
"03",53,227710,11608,63094,941
"11",53,14289,764,5582,79
"14",53,311,16,263,0
"01",53,30008,2094,19108,879
"16",53,4361,299,3258,74
"20",53,1178,85,1164,3
"19",53,2654,187,2579,44
"09",53,8506,585,7943,277
"22",53,5128,322,3294,74
"10",53,1028,55,1329,7
"02",53,1922,122,971,13
"05",53,15936,981,14990,366
"13",54,3987,246,2443,97
"17",54,288,22,337,1
"21",54,3704,234,2296,29
"18",54,1213,73,991,-18
"15",54,4790,293,3951,64
"08",54,56248,2903,21834,348
"06",54,4007,220,2675,59
"12",54,5669,332,5524,144
"07",54,15075,866,6188,149
"03",54,239561,11851,64135,1041
"11",54,15074,785,5668,86
"14",54,327,16,269,6
"01",54,32179,2171,19803,695
"16",54,4668,307,3327,69
"20",54,1264,86,1178,14
"19",54,2844,190,2625,46
"09",54,9108,602,8110,167
"22",54,5470,342,3376,82
"10",54,1085,57,1337,8
"02",54,2045,123,993,22
"05",54,16962,1026,15374,384
"13",55,4240,253,2487,44
"17",55,311,23,339,2
"21",55,3943,239,2325,29
"18",55,1286,73,1011,20
"15",55,5090,300,3988,37
"08",55,59213,2965,22184,350
"06",55,4229,222,2731,56
"12",55,6009,340,5668,144
"07",55,15972,897,6301,113
"03",55,251611,12050,65381,1246
"11",55,15869,795,5721,53
"14",55,343,16,269,0
"01",55,34431,2252,20464,661
"16",55,4982,314,3409,82
"20",55,1350,86,1198,20
"19",55,3040,196,2672,47
"09",55,9726,618,8237,127
"22",55,5818,348,3431,55
"10",55,1142,57,1344,7
"02",55,2169,124,1073,80
"05",55,18021,1059,15692,318
"13",56,4498,258,2521,34
"17",56,335,24,342,3
"21",56,4188,245,2380,55
"18",56,1361,75,1035,24
"15",56,5394,304,4029,41
"08",56,62236,3023,22560,376
"06",56,4454,225,2745,14
"12",56,6350,341,5755,87
"07",56,16900,928,6528,227
"03",56,263824,12213,66236,855
"11",56,16676,807,5769,48
"14",56,360,17,279,10
"01",56,36762,2331,21057,593
"16",56,5298,316,3529,120
"20",56,1436,86,1215,17
"19",56,3240,200,2717,45
"09",56,10363,637,8372,135
"22",56,6178,360,3532,101
"10",56,1200,58,1348,4
"02",56,2294,125,1088,15
"05",56,19108,1087,15935,243
"13",57,4761,263,2612,91
"17",57,359,24,342,0
"21",57,4437,249,2394,14
"18",57,1436,75,1038,3
"15",57,5703,309,4074,45
"08",57,65315,3079,22867,307
"06",57,4693,239,2775,30
"12",57,6699,349,5815,60
"07",57,17857,957,6669,141
"03",57,276200,12376,66971,735
"11",57,17498,822,5826,57
"14",57,378,18,281,2
"01",57,39171,2409,21349,292
"16",57,5624,326,3567,38
"20",57,1522,86,1228,13
"19",57,3443,203,2759,42
"09",57,11030,667,8507,135
"22",57,6544,366,3590,58
"10",57,1258,58,1349,1
"02",57,2421,127,1088,0
"05",57,20220,1112,16127,192
"13",58,5032,271,2667,55
"17",58,383,24,350,8
"21",58,4688,251,2410,16
"18",58,1512,76,1047,9
"15",58,6020,317,4135,61
"08",58,68462,3147,23092,225
"06",58,4934,241,2792,17
"12",58,7062,363,5895,80
"07",58,18847,990,6764,95
"03",58,288779,12579,67931,960
"11",58,18332,834,5877,51
"14",58,396,18,282,1
"01",58,41656,2485,21955,606
"16",58,5975,351,3622,55
"20",58,1615,93,1236,8
"19",58,3649,206,2835,76
"09",58,11716,686,8603,96
"22",58,6920,376,3614,24
"10",58,1318,60,1353,4
"02",58,2547,126,1093,5
"05",58,21374,1154,16404,277
"13",59,5308,276,2733,66
"17",59,407,24,354,4
"21",59,4944,256,2416,6
"18",59,1588,76,1060,13
"15",59,6347,327,4185,50
"08",59,71666,3204,23434,342
"06",59,5180,246,2817,25
"12",59,7432,370,5975,80
"07",59,19869,1022,6918,154
"03",59,301519,12740,69092,1161
"11",59,19177,845,5924,47
"14",59,415,19,284,2
"01",59,44215,2559,22739,784
"16",59,6337,362,3730,108
"20",59,1711,96,1247,11
"19",59,3857,208,2883,48
"09",59,12421,705,8700,97
"22",59,7301,381,3646,32
"10",59,1379,61,1357,4
"02",59,2674,127,1095,2
"05",59,22555,1181,16738,334
"13",60,5588,280,2785,52
"17",60,431,24,356,2
"21",60,5205,261,2435,19
"18",60,1664,76,1069,9
"15",60,6679,332,4238,53
"08",60,74935,3269,23723,289
"06",60,5436,256,2858,41
"12",60,7807,375,6054,79
"07",60,20916,1047,7049,131
"03",60,314459,12940,70165,1073
"11",60,20034,857,5952,28
"14",60,435,20,284,0
"01",60,46845,2630,23140,401
"16",60,6709,372,3839,109
"20",60,1809,98,1254,7
"19",60,4070,213,2926,43
"09",60,13144,723,8780,80
"22",60,7683,382,3727,81
"10",60,1440,61,1362,5
"02",60,2801,127,1096,1
"05",60,23761,1206,16881,143
"13",61,5874,286,2803,18
"17",61,455,24,360,4
"21",61,5468,263,2456,21
"18",61,1744,80,1079,10
"15",61,7015,336,4282,44
"08",61,78238,3303,23970,247
"06",61,5694,258,2882,24
"12",61,8191,384,6132,78
"07",61,21992,1076,7173,124
"03",61,327565,13106,71256,1091
"11",61,20899,865,6028,76
"14",61,455,20,287,3
"01",61,49544,2699,23822,682
"16",61,7092,383,3881,42
"20",61,1911,102,1257,3
"19",61,4288,218,2981,55
"09",61,13886,742,8877,97
"22",61,8072,389,3776,49
"10",61,1502,62,1363,1
"02",61,2930,129,1100,4
"05",61,25005,1244,17229,348
"13",62,6167,293,2832,29
"17",62,480,25,361,1
"21",62,5733,265,2476,20
"18",62,1824,80,1088,9
"15",62,7356,341,4299,17
"08",62,81585,3347,24209,239
"06",62,5957,263,2903,21
"12",62,8578,387,6224,92
"07",62,23085,1093,7301,128
"03",62,340834,13269,71969,713
"11",62,21773,874,6058,30
"14",62,476,21,292,5
"01",62,52311,2767,24426,604
"16",62,7483,391,3912,31
"20",62,2014,103,1271,14
"19",62,4512,224,3020,39
"09",62,14646,760,9015,138
"22",62,8472,400,3838,62
"10",62,1565,63,1366,3
"02",62,3060,130,1100,0
"05",62,26293,1288,17391,162
"13",63,6462,295,2859,27
"17",63,505,25,366,5
"21",63,6002,269,2481,5
"18",63,1904,80,1089,1
"15",63,7701,345,4331,32
"08",63,84971,3386,24450,241
"06",63,6221,264,2917,14
"12",63,8967,389,6309,85
"07",63,24199,1114,7488,187
"03",63,354159,13325,72889,920
"11",63,22652,879,6111,53
"14",63,497,21,296,4
"01",63,55134,2823,24820,394
"16",63,7882,399,3948,36
"20",63,2123,109,1280,9
"19",63,4740,228,3055,35
"09",63,15424,778,9147,132
"22",63,8877,405,3894,56
"10",63,1629,64,1368,2
"02",63,3191,131,1106,6
"05",63,27608,1315,17471,80
"13",64,6761,299,2874,15
"17",64,530,25,366,0
"21",64,6272,270,2496,15
"18",64,1987,83,1096,7
"15",64,8053,352,4349,18
"08",64,88402,3431,24662,212
"06",64,6492,271,2977,60
"12",64,9364,397,6392,83
"07",64,25327,1128,7642,154
"03",64,367608,13449,73479,590
"11",64,23536,884,6127,16
"14",64,518,21,296,0
"01",64,58012,2878,25098,278
"16",64,8287,405,3958,10
"20",64,2232,109,1283,3
"19",64,4971,231,3085,30
"09",64,16219,795,9179,32
"22",64,9284,407,3995,101
"10",64,1694,65,1370,2
"02",64,3324,133,1111,5
"05",64,28952,1344,17579,108
"13",65,7071,310,2899,25
"17",65,555,25,366,0
"21",65,6544,272,2498,2
"18",65,2072,85,1097,1
"15",65,8411,358,4380,31
"08",65,91874,3472,24914,252
"06",65,6770,278,2995,18
"12",65,9778,414,6467,75
"07",65,26468,1141,7772,130
"03",65,381183,13575,74348,869
"11",65,24429,893,6175,48
"14",65,539,21,297,1
"01",65,60948,2936,25450,352
"16",65,8694,407,3980,22
"20",65,2341,109,1285,2
"19",65,5203,232,3120,35
"09",65,17030,811,9231,52
"22",65,9696,412,4025,30
"10",65,1759,65,1379,9
"02",65,3459,135,1119,8
"05",65,30360,1408,17708,129
"13",66,7386,315,2923,24
"17",66,580,25,366,0
"21",66,6818,274,2507,9
"18",66,2158,86,1102,5
"15",66,8770,359,4410,30
"08",66,95386,3512,25177,263
"06",66,7055,285,3010,15
"12",66,10209,431,6545,78
"07",66,27620,1152,7889,117
"03",66,394862,13679,75134,786
"11",66,25328,899,6210,35
"14",66,560,21,297,0
"01",66,63951,3003,25861,411
"16",66,9104,410,4029,49
"20",66,2457,116,1290,5
"19",66,5435,232,3140,20
"09",66,17857,827,9292,61
"22",66,10112,416,4069,44
"10",66,1825,66,1391,12
"02",66,3596,137,1124,5
"05",66,31797,1437,17825,117
"13",67,7706,320,2930,7
"17",67,605,25,367,1
"21",67,7093,275,2518,11
"18",67,2244,86,1108,6
"15",67,9129,359,4423,13
"08",67,98937,3551,25436,259
"06",67,7344,289,3025,15
"12",67,10650,441,6616,71
"07",67,28787,1167,7993,104
"03",67,408634,13772,75732,598
"11",67,26234,906,6247,37
"14",67,581,21,298,1
"01",67,67017,3066,26289,428
"16",67,9519,415,4072,43
"20",67,2573,116,1295,5
"19",67,5670,235,3166,26
"09",67,18699,842,9352,60
"22",67,10530,418,4116,47
"10",67,1892,67,1392,1
"02",67,3733,137,1128,4
"05",67,33256,1459,17960,135
"13",68,8030,324,2948,18
"17",68,630,25,378,11
"21",68,7371,278,2528,10
"18",68,2330,86,1112,4
"15",68,9488,359,4444,21
"08",68,102516,3579,25644,208
"06",68,7638,294,3041,16
"12",68,11132,482,6672,56
"07",68,29971,1184,8126,133
"03",68,422494,13860,76469,737
"11",68,27145,911,6275,28
"14",68,602,21,300,2
"01",68,70114,3097,26684,395
"16",68,9940,421,4099,27
"20",68,2690,117,1313,18
"19",68,5907,237,3194,28
"09",68,19553,854,9445,93
"22",68,10953,423,4132,16
"10",68,1960,68,1393,1
"02",68,3870,137,1133,5
"05",68,34735,1479,18098,138
"13",69,8357,327,2964,16
"17",69,655,25,380,2
"21",69,7650,279,2535,7
"18",69,2418,88,1112,0
"15",69,9850,362,4459,15
"08",69,106130,3614,25850,206
"06",69,7933,295,3059,18
"12",69,11629,497,6756,84
"07",69,31166,1195,8312,186
"03",69,436683,14189,77002,533
"11",69,28061,916,6298,23
"14",69,623,21,301,1
"01",69,73240,3126,27179,495
"16",69,10362,422,4133,34
"20",69,2809,119,1315,2
"19",69,6147,240,3213,19
"09",69,20416,863,9525,80
"22",69,11378,425,4181,49
"10",69,2028,68,1394,1
"02",69,4007,137,1136,3
"05",69,36237,1502,18224,126
"13",70,8687,330,2996,32
"17",70,680,25,386,6
"21",70,7931,281,2536,1
"18",70,2506,88,1114,2
"15",70,10214,364,4484,25
"08",70,109772,3642,26016,166
"06",70,8230,297,3072,13
"12",70,12137,508,6809,53
"07",70,32375,1209,8359,47
"03",70,450914,14231,77528,526
"11",70,28988,927,6319,21
"14",70,645,22,301,0
"01",70,76392,3152,27430,251
"16",70,10786,424,4144,11
"20",70,2928,119,1319,4
"19",70,6389,242,3240,27
"09",70,21288,872,9563,38
"22",70,11807,429,4247,66
"10",70,2096,68,1394,0
"02",70,4145,138,1142,6
"05",70,37753,1516,18318,94
"13",71,9019,332,3000,4
"17",71,705,25,386,0
"21",71,8215,284,2541,5
"18",71,2594,88,1118,4
"15",71,10580,366,4498,14
"08",71,113438,3666,26175,159
"06",71,8529,299,3076,4
"12",71,12661,524,6847,38
"07",71,33596,1221,8412,53
"03",71,465208,14294,78105,577
"11",71,29920,932,6363,44
"14",71,667,22,301,0
"01",71,79578,3186,27622,192
"16",71,11215,429,4153,9
"20",71,3047,119,1317,-2
"19",71,6633,244,3255,15
"09",71,22169,881,9601,38
"22",71,12237,430,4258,11
"10",71,2166,70,1394,0
"02",71,4284,139,1143,1
"05",71,39281,1528,18373,55
"13",72,9354,335,3025,25
"17",72,730,25,396,10
"21",72,8501,286,2542,1
"18",72,2682,88,1119,1
"15",72,10949,369,4518,20
"08",72,117143,3705,26275,100
"06",72,8832,303,3085,9
"12",72,13195,534,6914,67
"07",72,34828,1232,8475,63
"03",72,479597,14389,78605,500
"11",72,30856,936,6392,29
"14",72,689,22,301,0
"01",72,82794,3216,27774,152
"16",72,11648,433,4170,17
"20",72,3166,119,1318,1
"19",72,6880,247,3267,12
"09",72,23058,889,9631,30
"22",72,12670,433,4261,3
"10",72,2236,70,1400,6
"02",72,4423,139,1143,0
"05",72,40826,1545,18402,29
"13",73,9695,341,3047,22
"17",73,755,25,399,3
"21",73,8787,286,2543,1
"18",73,2771,89,1122,3
"15",73,11325,376,4532,14
"08",73,120880,3737,26379,104
"06",73,9138,306,3094,9
"12",73,13733,538,6995,81
"07",73,36071,1243,8551,76
"03",73,494208,14611,79369,764
"11",73,31799,943,6421,29
"14",73,711,22,304,3
"01",73,86041,3247,27939,165
"16",73,12086,438,4196,26
"20",73,3285,119,1319,1
"19",73,7130,250,3281,14
"09",73,23957,899,9657,26
"22",73,13107,437,4280,19
"10",73,2306,70,1404,4
"02",73,4562,139,1146,3
"05",73,42394,1568,18479,77
"13",74,10043,348,3072,25
"17",74,781,26,383,-16
"21",74,9073,286,2552,9
"18",74,2860,89,1125,3
"15",74,11704,379,4541,9
"08",74,124646,3766,26487,108
"06",74,9446,308,3107,13
"12",74,14276,543,7034,39
"07",74,37325,1254,8645,94
"03",74,508953,14745,80089,720
"11",74,32747,948,6452,31
"14",74,733,22,305,1
"01",74,89323,3282,28135,196
"16",74,12527,441,4245,49
"20",74,3404,119,1324,5
"19",74,7381,251,3288,7
"09",74,24872,915,9683,26
"22",74,13545,438,4283,3
"10",74,2376,70,1405,1
"02",74,4701,139,1150,4
"05",74,43983,1589,18553,74
"13",75,10394,351,3078,6
"17",75,807,26,382,-1
"21",75,9362,289,2558,6
"18",75,2950,90,1126,1
"15",75,12090,386,4562,21
"08",75,128443,3797,26598,111
"06",75,9754,308,3116,9
"12",75,14825,549,7086,52
"07",75,38590,1265,8723,78
"03",75,523792,14839,80723,634
"11",75,33701,954,6470,18
"14",75,755,22,327,22
"01",75,92628,3305,28368,233
"16",75,12970,443,4256,11
"20",75,3523,119,1330,6
"19",75,7634,253,3301,13
"09",75,25802,930,9721,38
"22",75,13983,438,4285,2
"10",75,2447,71,1406,1
"02",75,4840,139,1151,1
"05",75,45610,1627,18618,65
"13",76,10749,355,3086,8
"17",76,834,27,382,0
"21",76,9652,290,2567,9
"18",76,3040,90,1129,3
"15",76,12478,388,4576,14
"08",76,132270,3827,26719,121
"06",76,10062,308,3124,8
"12",76,15378,553,7133,47
"07",76,39866,1276,8738,15
"03",76,538716,14924,81225,502
"11",76,34659,958,6493,23
"14",76,777,22,347,20
"01",76,95959,3331,28549,181
"16",76,13413,443,4286,30
"20",76,3642,119,1334,4
"19",76,7890,256,3313,12
"09",76,26739,937,9745,24
"22",76,14421,438,4292,7
"10",76,2518,71,1407,1
"02",76,4979,139,1152,1
"05",76,47253,1643,18671,53
"13",77,11108,359,3103,17
"17",77,861,27,385,3
"21",77,9942,290,2569,2
"18",77,3131,91,1132,3
"15",77,12869,391,4588,12
"08",77,136115,3845,26796,77
"06",77,10372,310,3130,6
"12",77,15935,557,7165,32
"07",77,41147,1281,8788,50
"03",77,553702,14986,81507,282
"11",77,35619,960,6533,40
"14",77,799,22,370,23
"01",77,99326,3367,28665,116
"16",77,13861,448,4313,27
"20",77,3762,120,1340,6
"19",77,8146,256,3327,14
"09",77,27681,942,9774,29
"22",77,14862,441,4295,3
"10",77,2589,71,1411,4
"02",77,5118,139,1157,5
"05",77,48910,1657,18722,51
"13",78,11474,366,3107,4
"17",78,888,27,386,1
"21",78,10232,290,2572,3
"18",78,3224,93,1134,2
"15",78,13261,392,4602,14
"08",78,139982,3867,26876,80
"06",78,10684,312,3138,8
"12",78,16497,562,7190,25
"07",78,42440,1293,8832,44
"03",78,568756,15054,81871,364
"11",78,36583,964,6543,10
"14",78,821,22,383,13
"01",78,102726,3400,28776,111
"16",78,14312,451,4327,14
"20",78,3882,120,1343,3
"19",78,8403,257,3339,12
"09",78,28631,950,9787,13
"22",78,15305,443,4297,2
"10",78,2660,71,1412,1
"02",78,5257,139,1158,1
"05",78,50576,1666,18741,19
"13",79,11844,370,3115,8
"17",79,915,27,387,1
"21",79,10522,290,2572,0
"18",79,3317,93,1138,4
"15",79,13654,393,4615,13
"08",79,143867,3885,26929,53
"06",79,10997,313,3148,10
"12",79,17063,566,7212,22
"07",79,43741,1301,8863,31
"03",79,583872,15116,82904,1033
"11",79,37552,969,6568,25
"14",79,843,22,386,3
"01",79,106154,3428,28889,113
"16",79,14768,456,4337,10
"20",79,4002,120,1344,1
"19",79,8664,261,3343,4
"09",79,29590,959,9802,15
"22",79,15750,445,4303,6
"10",79,2731,71,1419,7
"02",79,5397,140,1160,2
"05",79,52262,1686,18782,41
"13",80,12219,375,3127,12
"17",80,942,27,389,2
"21",80,10812,290,2575,3
"18",80,3410,93,1140,2
"15",80,14048,394,4630,15
"08",80,147772,3905,26979,50
"06",80,11313,316,3156,8
"12",80,17640,577,7250,38
"07",80,45055,1314,8930,67
"03",80,599057,15185,83298,394
"11",80,38523,971,6588,20
"14",80,865,22,401,15
"01",80,109614,3460,29058,169
"16",80,15228,460,4348,11
"20",80,4122,120,1345,1
"19",80,8926,262,3354,11
"09",80,30554,964,9829,27
"22",80,16196,446,4312,9
"10",80,2803,72,1419,0
"02",80,5538,141,1163,3
"05",80,53974,1712,18813,31
"13",81,12598,379,3136,9
"17",81,969,27,389,0
"21",81,11102,290,2578,3
"18",81,3505,95,1143,3
"15",81,14442,394,4639,9
"08",81,151702,3930,27056,77
"06",81,11630,317,3161,5
"12",81,18235,595,7291,41
"07",81,46384,1329,8995,65
"03",81,614353,15296,83820,522
"11",81,39497,974,6603,15
"14",81,887,22,403,2
"01",81,113107,3493,29209,151
"16",81,15689,461,4357,9
"20",81,4247,125,1345,0
"19",81,9189,263,3366,12
"09",81,31527,973,9859,30
"22",81,16644,448,4315,3
"10",81,2876,73,1420,1
"02",81,5679,141,1166,3
"05",81,55717,1743,18845,32
"13",82,12979,381,3148,12
"17",82,996,27,389,0
"21",82,11392,290,2578,0
"18",82,3600,95,1144,1
"15",82,14838,396,4654,15
"08",82,155645,3943,27110,54
"06",82,11948,318,3175,14
"12",82,18839,604,7364,73
"07",82,47720,1336,9060,65
"03",82,629764,15411,84119,299
"11",82,40474,977,6619,16
"14",82,909,22,407,4
"01",82,116664,3557,29346,137
"16",82,16150,461,4366,9
"20",82,4372,125,1348,3
"19",82,9452,263,3374,8
"09",82,32503,976,9883,24
"22",82,17095,451,4318,3
"10",82,2949,73,1422,2
"02",82,5821,142,1172,6
"05",82,57479,1762,18889,44
"13",83,13362,383,3178,30
"17",83,1023,27,390,1
"21",83,11682,290,2578,0
"18",83,3695,95,1151,7
"15",83,15234,396,4668,14
"08",83,159605,3960,27182,72
"06",83,12267,319,3183,8
"12",83,19455,616,7396,32
"07",83,49066,1346,9111,51
"03",83,645214,15450,84518,399
"11",83,41456,982,6642,23
"14",83,931,22,410,3
"01",83,120258,3594,29483,137
"16",83,16613,463,4374,8
"20",83,4497,125,1352,4
"19",83,9717,265,3382,8
"09",83,33482,979,9913,30
"22",83,17548,453,4326,8
"10",83,3022,73,1422,0
"02",83,5963,142,1173,1
"05",83,59262,1783,18928,39
"13",84,13747,385,3186,8
"17",84,1050,27,392,2
"21",84,11972,290,2581,3
"18",84,3790,95,1151,0
"15",84,15630,396,4684,16
"08",84,163578,3973,27232,50
"06",84,12586,319,3191,8
"12",84,20077,622,7446,50
"07",84,50421,1355,9159,48
"03",84,660733,15519,84844,326
"11",84,42440,984,6667,25
"14",84,953,22,411,1
"01",84,123870,3612,29547,64
"16",84,17083,470,4379,5
"20",84,4622,125,1353,1
"19",84,9984,267,3388,6
"09",84,34466,984,9948,35
"22",84,18001,453,4338,12
"10",84,3095,73,1424,2
"02",84,6106,143,1173,0
"05",84,61056,1794,18941,13
"13",85,14135,388,3193,7
"17",85,1077,27,392,0
"21",85,12263,291,2582,1
"18",85,3885,95,1151,0
"15",85,16029,399,4695,11
"08",85,167564,3986,27267,35
"06",85,12906,320,3198,7
"12",85,20705,628,7485,39
"07",85,51788,1367,9191,32
"03",85,676276,15543,85019,175
"11",85,43424,984,6678,11
"14",85,975,22,422,11
"01",85,127502,3632,29619,72
"16",85,17554,471,4386,7
"20",85,4748,126,1353,0
"19",85,10251,267,3395,7
"09",85,35455,989,9961,13
"22",85,18454,453,4351,13
"10",85,3168,73,1424,0
"02",85,6249,143,1174,1
"05",85,62859,1803,18950,9
"13",86,14524,389,3197,4
"17",86,1104,27,393,1
"21",86,12554,291,2587,5
"18",86,3980,95,1153,2
"15",86,16428,399,4707,12
"08",86,171561,3997,27314,47
"06",86,13226,320,3203,5
"12",86,21345,640,7505,20
"07",86,53164,1376,9257,66
"03",86,691873,15597,85481,462
"11",86,44410,986,6675,-3
"14",86,997,22,422,0
"01",86,131181,3679,29727,108
"16",86,18027,473,4396,10
"20",86,4874,126,1354,1
"19",86,10519,268,3403,8
"09",86,36447,992,9968,7
"22",86,18909,455,4358,7
"10",86,3242,74,1427,3
"02",86,6392,143,1175,1
"05",86,64679,1820,18997,47
"13",87,14913,389,3205,8
"17",87,1131,27,393,0
"21",87,12845,291,2587,0
"18",87,4076,96,1156,3
"15",87,16829,401,4714,7
"08",87,175569,4008,27364,50
"06",87,13548,322,3209,6
"12",87,21992,647,7533,28
"07",87,54550,1386,9289,32
"03",87,707535,15662,85775,294
"11",87,45397,987,6677,2
"14",87,1019,22,422,0
"01",87,134899,3718,29885,158
"16",87,18505,478,4407,11
"20",87,5000,126,1355,1
"19",87,10787,268,3411,8
"09",87,37445,998,9982,14
"22",87,19364,455,4368,10
"10",87,3316,74,1427,0
"02",87,6535,143,1175,0
"05",87,66511,1832,19030,33
"13",88,15304,391,3212,7
"17",88,1158,27,394,1
"21",88,13136,291,2587,0
"18",88,4172,96,1156,0
"15",88,17232,403,4723,9
"08",88,179594,4025,27417,53
"06",88,13871,323,3215,6
"12",88,22654,662,7558,25
"07",88,55947,1397,9344,55
"03",88,723262,15727,86091,316
"11",88,46387,990,6689,12
"14",88,1041,22,423,1
"01",88,138641,3742,29990,105
"16",88,18983,478,4413,6
"20",88,5127,127,1356,1
"19",88,11055,268,3417,6
"09",88,38449,1004,10000,18
"22",88,19819,455,4378,10
"10",88,3390,74,1429,2
"02",88,6678,143,1176,1
"05",88,68352,1841,19038,8
"13",89,15698,394,3220,8
"17",89,1185,27,394,0
"21",89,13427,291,2590,3
"18",89,4268,96,1157,1
"15",89,17636,404,4733,10
"08",89,183631,4037,27470,53
"06",89,14196,325,3227,12
"12",89,23323,669,7589,31
"07",89,57354,1407,9389,45
"03",89,739046,15784,86384,293
"11",89,47377,990,6697,8
"14",89,1063,22,426,3
"01",89,142398,3757,30077,87
"16",89,19465,482,4440,27
"20",89,5255,128,1356,0
"19",89,11323,268,3421,4
"09",89,39458,1009,10035,35
"22",89,20274,455,4388,10
"10",89,3464,74,1429,0
"02",89,6821,143,1177,1
"05",89,70206,1854,19059,21
"13",90,16092,394,3221,1
"17",90,1212,27,398,4
"21",90,13718,291,2590,0
"18",90,4364,96,1157,0
"15",90,18040,404,4744,11
"08",90,187678,4047,27513,43
"06",90,14523,327,3233,6
"12",90,23999,676,7607,18
"07",90,58768,1414,9427,38
"03",90,754886,15840,86825,441
"11",90,48370,993,6701,4
"14",90,1085,22,431,5
"01",90,146169,3771,30137,60
"16",90,19951,486,4448,8
"20",90,5384,129,1356,0
"19",90,11592,269,3421,0
"09",90,40469,1011,10047,12
"22",90,20730,456,4395,7
"10",90,3538,74,1430,1
"02",90,6964,143,1177,0
"05",90,72071,1865,19069,10
"13",91,16490,398,3226,5
"17",91,1239,27,399,1
"21",91,14009,291,2593,3
"18",91,4460,96,1157,0
"15",91,18445,405,4749,5
"08",91,191733,4055,27558,45
"06",91,14852,329,3236,3
"12",91,24683,684,7627,20
"07",91,60187,1419,9480,53
"03",91,770726,15840,87110,285
"11",91,49364,994,6714,13
"14",91,1107,22,432,1
"01",91,149952,3783,30180,43
"16",91,20438,487,4458,10
"20",91,5513,129,1356,0
"19",91,11861,269,3423,2
"09",91,41482,1013,10062,15
"22",91,21187,457,4404,9
"10",91,3613,75,1430,0
"02",91,7107,143,1178,1
"05",91,73940,1869,19086,17
"13",92,16890,400,3227,1
"17",92,1266,27,399,0
"21",92,14300,291,2593,0
"18",92,4556,96,1157,0
"15",92,18850,405,4755,6
"08",92,195801,4068,27587,29
"06",92,15181,329,3240,4
"12",92,25371,688,7643,16
"07",92,61612,1425,9497,17
"03",92,786600,15874,87258,148
"11",92,50359,995,6716,2
"14",92,1129,22,432,0
"01",92,153750,3798,30228,48
"16",92,20929,491,4467,9
"20",92,5642,129,1354,-2
"19",92,12131,270,3427,4
"09",92,42497,1015,10067,5
"22",92,21645,458,4405,1
"10",92,3688,75,1430,0
"02",92,7250,143,1179,1
"05",92,75818,1878,19097,11
"13",93,17290,400,3230,3
"17",93,1293,27,399,0
"21",93,14591,291,2593,0
"18",93,4652,96,1157,0
"15",93,19255,405,4767,12
"08",93,199877,4076,27611,24
"06",93,15510,329,3251,11
"12",93,26064,693,7661,18
"07",93,63043,1431,9550,53
